text,isAbuse
진쟈정신이상자들도 돌아다니는 거 보면 어이없음 일상적인 대화가 욕 뿐이 없고,1
닥쳐라좀,1
도선사도 그냥 대충 주차만 해주면 끝이 네ㅋ,0
군대 스리가,0
이게 정상,0
밑에 꺼난 항상 철망치 같은 거만 골 랏 엇음ㅋㅋ,0
틀니 대표 당으로 바꾸라니깐,1
한국연해주 땅상의도 없이 러시아에 팔아넘긴 게 중국임,0
백수천지구나 제주도까지 돈까 스 먹으러 간다고 하면 부모가 한숨 나오지,0
엄마 프로필에 그분이 보이는 건 나뿐이냐,0
어데로가십니까,0
아그냥 군대나 빨리 가지 왜 안 가는 거야 하여튼 홍어 빨갱이들이란,1
서울에서 접근성 ㅅㅌㅊ 서울랜드 사람 많을 때는 바로 옆 복돌이 랜드로,0
틀들은 자꾸 사실과 망상을 구분안함,1
어떤 동물이랑 했노,0
일제의 개입이 없었다면 쇄국 정책이나 계속하면서 미개하게 살다가 러시아 같은 제국주의 국가들에게 훨씬 비참한 모습으로 짓밟혔을 것임,0
돈이 싸움 원인 90 프로,0
불타는 연옥이 널 기다린다 이기야,0
게 이야 집까지 한 시간 가량 소리 지르면서 우는 거는 민폐 아니야 우는 모습도 안 귀여울꺼 아니야,1
저런 애들 중에 나중에 기술사 따면 인생 개씹ㅆㅌㅊ,0
저년은 결혼해도 지가 아니다 싶으면 뭐든지 멋대로 할 년임,1
일손이 부족한 부서에 공무원을 채용하는 것은 문제가 없는데,0
그 틀딱에게는 진짜 삼성이 좋다,1
5년만 존 버하면 1억찍노ㅋㅋ,0
아오늘 다스뵈이다기대되네요 ㅋㅋㅋ,0
댓글 수354,0
사실은 그게 맞는 건게,0
이 오빠가 지금은 이래도 왕년에,0
공부성실히 못할 것 같으면 기술 배우라는 말 아니냐 어떻게 말했는지 몰라도 아주 틀린 말은 아닌데 오히려 감사해야 함,0
받고 따블로가 ㅋㅋ,0
18862동의합니다,0
숏패딩은 눕시 디자인 미만 잡,0
기부라 한국인들이 진심이 있었을까 ㅋㅋ,0
언제나 그렇듯 중앙일보의 변함없는 일본 사랑,0
고추 잘라삐자,1
11020140004357560,0
좆문가좃문가,1
싸게 먹힌다기보다 그게 원래대로,0
나도 약속어긴다에 내 쌍방울 건다,1
어떻게 기억함 나는 싸이트마다 비번다 다르게 해놓았더니 기억이 안 나고 비번 찾기용 메일도 다르다고 나와서 계정 새로 만들려고 했더니 이미 있는 사람이라고 안 되고,0
아 정말 이쁘고 귀여운 애들 만 나왔으면 좋겠다 쉰 것들쫌,1
질문 하나만 해도 괜찮아,0
닭끄네 최초로 탄핵당한 멍청하고 병신 같은 개보지,1
1사단 12연대 3대 대 9중대3소대 영원한 불사조 야전진,0
저 여자들 중에 제대로 정치할 사람이 얼마나 있을지,1
치부책이 어디 잏더라,0
꼭 좋은 날 올 거예요 힘내세요 ㅜㅜ,0
일단 희생시키고 난 다음 거룩한 희생으로 미화시켜주면 다들 이해된다고,0
시바라 뒤질래,1
아알겠다 그럼 조선소나 숙노로 ㄱㄱ,0
하하가자마자 추격전 큰 거세 개 터지고 돈가방 여드름 꼬리잡기가요제2회부터 본격적으로 듀엣하고 장기 프로젝트로 에어로빅도 하고 ㅋㅋ 졸라 커질만한 거 많이 했음,1
ㅇㅇ나도스팀가드 모바일로 오게 함이 메일 허벌이라 ㅋㅋㅋ,0
오ㄱㅊ 박하나 심어놓은 다음에 존 나패는 거,1
피부 좋아짐,0
요즘 대세는 버스터즈예서라고 하더라ㄷㄷ,0
예수님은 그 강도 보고 넌지은 죄가 너무 많고 회개도 안 하고 양을 바치지도 않았으니 안됨너지옥이라고 하지 않으시고,0
틀,0
사운드 오브 뮤직은 열 번 넘게 봤네요,0
떠나고 나면 후회와 아쉬움 그리고 공허함만이 남음,0
아ㅋㅋ지 카와이,0
지랄하겠네 영안실 써비스가 뭐 같다고,1
신천지 교인은 사비로 검사받게 해야 합니다,0
사실 별거 없지 잘은 해 밥벌이,0
원래 김 여사의 운전법은 상상을 초월하기에,0
그런 건 어딜 봐야 아노,0
중고 신입인 경우 3435살까지도 봤다,0
이미 눈이,0
개인정보 제공이유가 그거였노 ㅋㅋㅋ,0
사람을 얼굴로 ㄱ,0
저럴 거면 집에서 하지,0
ㅋㅋ이탈리 아래,0
븅신 새끼는 ㅁㅈㅎ야,1
나도 유인나 즐겁게 할 수 있는 법 ㅇㄷ,0
진상 세입자들이랑 명도분쟁 겪으면서 별별 놈들 다 봄도망치듯 집행 전에 나갈 때 백시멘트 변기에 쳐붓고 내리고 폼우레탄 하수구에 뿌리고 우수관에 파이프 박아 넣는 놈 등 등 당장에는 문제 안 생겨도 서서히 건물 골병드는 짓하고 튄놈도 몇 놈 봄,1
맞음이 새끼 ㅈㄴ죽여놔도 시간 지나서 쳐먹고 오면 존 나쎔,1
생각 짧고 멍청한 애들이라,1
뭔가 대단히 착각하고 자 빠졌는데 병원에서 사람이 부자인지가 난 뱅이 인지를 안 따지고 치료해주는 건 복지의 개념이지 그게 자본주의와 사회주의를 나누는 척도는 되지 못해 자본주의라고 돈 없으면 다 죽이고 병신 같이 사는 설국열차만 생각하는 병신 같은 좌파 마인드 좀 버려,1
응안사,0
착취박이라고 바꿔 라 머홍어만 채용 하나ㅎ,1
힘내라 대구,0
엣지 제발 버려라,0
그럼 표창원한테는 왜 열들감을 안 느껴,0
짤품번 971,0
ㄹㅇ 역겨운 새끼였는데 안 봐서 살 거 같음,1
보빨러들은 당해도 돼 결혼하면 세금 몇 푼 아끼겠다고 공동 명의하는 흑우 없 제 결혼하면 재산을 무조건 55로 나누는 거 아니다 결혼기간 기여도 겷혼전 재산다 따져서 나누는 거다근데 대책 없이 그냥 공동 명의하면 무조건 55로 나뉘게 됨 남자가 돈 더 많이 해가도 똑같이 55로 쳐 나뉜다 공동명의해서 아끼는 세금은 10억 이상 자산가들에게나 해당되니까 개뿔도 없으면서 세금 아끼자고 공동 명의하는 년들 있으면 이혼해라,1
새로운 바이러스가 들어오면 사이토카인이라는 면역세포가 우리 몸을 방어하는 뎨 젊은 사람들은 다소 활발하게 세포들이 움직여서 정상세포까지 공격하는 상황이 나오면서 열이 심하게 나고 몸에 있는 장기들이 망가지는 안타까운 상황이며 아직 치료제가 개발되지 않아 더더욱 환자 본인과의 싸움,0
주식에 투자할 때는 자신의 판단으로 하면서 폭락을 하면 정부 탓을 하는 것이 대한민국의 현실이지요,0
글쓴 놈 내 일 자살했으면 좋겠다,1
나때는 아니면 살기 힘들었지난 5년하고 추노해서 이민함이 민전에는 모른다 얼마나 미개한지,1
난 거울 안보고하는데 나중에 다 밀고 한 번 보는 거지 내 설명이 모자르면 유투브에 셀프컷 쳐봐라 그럼 걔들이 자세히 알려줄 거임,0
저짝 동네가 아시아의 멕시코지,0
귀엽다ㄹㅇ감시하네ㅋㅋ,1
가버렷,0
지금은 200 넘겼을 듯,0
저거 지금 아니다 어제 기사고,0
못사는 놈들은 원래 염치라는 게 없음 그래서 더 못 사는 거고 길 같은데 아무 데나 가래 침뱉고 오줌 싸고 공공질서 같은 거 하나도 안 지키면서 정작 본인들 손해난다 싶으면 바로 피해자 코스프레함,1
리더의 말은 그럼 박쥐도 없는데 코로나 그거 잡기 힘들답니 꽈 이래야 되나 보지,0
162,0
저렇게 되면 이제 검사도 경찰서 붙잡혀가서 짭새한테 욕처 먹어가 먼서 조사받아야 된다ㅋㅋ 검사나 으리좃밥 다 됐노,1
아니ㅆㅂ 그런 카더라가 넘쳐난다고 그거에 대해서 혹시 댓글게 이는 뭔가 아는 거 있냐진짜냐 하고 물어본 새끼한테 근거는 이 지랄은 또 뭐야,1
좋겠네요,0
가만히 있던 만봉변당했네 ㅋㅋ,0
공부 잘했다고 다 사회에 필요한 인재는 아닌 거 같아요,0
ㅂㄷㅂㄷ는구나 ㅋㅋㅋ,1
공지영 트리플 파더랑 김제동 모 쏠들어가면 완벽한데 ㄹㅇ,0
나도 어릴 때는 때를 덜 타서 직업에는 귀천이 없다라고 생각을 했었는데 개핫바지 일을 하다 보니까 직업에는 귀천이 있다는 게 뼈저리게 느껴지 더 ㅋㅋㅋ 래서 지금 일하는 곳에서 사명 감소속감 하나도 안 느끼고 다른 동료들도 마찬가지로 시간 때 우다가 퇴근해야겠다는 마음이큼,0
대구에 사는 젊은 사람들은 한번쯤 생각해봐야 한다,0
공부 잘하는 애들이 의사하려는 이유가 사명감이 클까이 윤 추구가 클까,0
맞는 말인데 통레발은 이제 믿기가 힘듦,0
이게 잘 사는 동네와 못 사는 동네의 차이냐 잘 사는 동네의 특징이 지 중졸 새끼야,1
애초에 방송 자체가 작정하고 편협하게 만든 쓰레기 다큐비타민 혈중 농도 측정하는데 몇 시간이면 다 빠져나가는 수용성 비타민만 측정해서 뭐 하노비타민 수치가 존 나 중요하고 영양제 먹고 안 먹고 판이하게 차이가 나는 영역인데 그건 쏙 빼버림ㅋㅋ 아니나 다를까 띵승권 등판 엉터리 논문 코펜하겐 쇼크인용 ㅋㅋ좆병신 새끼들 언제까지 저런 짓 할려나 영양제 효과와 사례들과 메커니즘을 깔쌈하게 정리해서 팩폭하는 다큐는 대체 언제쯤 나올런지 어 제도 그 거기대하면서 봤는데 아니나 다를 까다 아는 병신 같은 무용론만 주장하고 끝남,1
일부러 누런 색 안 사고 회색 샀는데 회색이 더 많이 보이더라 ㅅㅂ,1
아무리 그래도 그렇치 임마엄마한 데 오나 홀이모티콘을 보내면 어떻하냐 임마,1
이 나라는 사농공상 인식 철폐부터 해야 한다 일본 정부는 옛날부터 사농공상 인식 철폐를 위해 많은 노력을 했다 휴,0
사유리 같은 느낌이 든다,0
수갑을 누가 저렇게 줄 넉넉하게 해서 채우노,0
개보다 못한 건ㅋ,1
군살녀루저녀 둘 다 불쌍하다 말실수를 한 건 맞는데 사람 죽인 고유정 수준으로 욕먹고 사희에서 매장 당함,0
네 다음 공현주,0
남들이 보기엔 어떨지 모르겠어,0
도 투락월드는 남아 있냐,0
관장 좀 하고 나서 씨 부려 아이참 냄새나,1
15억 제한 걸면 밑에 껄로 투기한다고 일베애들도 그리 말하더만이 정신병자 정권은 시장을 거슬리려고 환장을 했어,1
안타헛 소리 하지 말고 사라져 주실래요,0
천주교나 불교를 봐라 알아서 집회 안 하쟌 아사람이 우선이 지니네 돈벌이가 중요하냐,1
이 글 보고 우리나라 생각하니 다시 보니 선녀 같다,0
이건지가 써놓고도 이해를 못하나,0
빵에서 후장 파열로 뒤질 놈임ㅋㅋ,1
오레오 레오,0
푸하하고 맙다 미친 것들 아 이렇게라도 웃게 만들어줘서,1
ㅊㅊ,0
영자 뭐하냐 현 거래 불법이다 23렙전 부영정 먹여라,0
도요타 방식,0
서성한 인문상경,0
응,0
김희철 한가인이연희 지린다ㄷㄷ,0
유재석 노래음식점에서 맘충들이 흥얼거리고 존 나 따라 부르던데가 만히 들어보니까 잘 부르는 것 같기도 하고,1
메가도스한 거 맞음 그리고 막어보면 부작용 잇는 거 보면 효과도 잇다는 반증이고 그냥 먹은 양이 적어서 저런 결과인 걸 꺼다,0
일베노가 더 67등급 병신들 풀 발기하고 있음 ㅋㅋㅋ,1
이때 다 싶어서 편 피노들 활개치고 다니네ㅋㅋ,1
쓰레기들퉤,1
방어자세잡고 안 넘어졌긴 한데 애매하네요,0
뭔 소리 야단순히 일본이 그렇게 잘 났으면 일본이 다 1등해야지 삼성한테 다지는데 뭐가 일본이 잘 나가,0
틀린 말은 아님근데 유튜브하는 새끼면 이미지 관리해야 하는 게 맞음 ㅋㅋㅋ 아가리 잘못 놀리면 그케 되는 거임 맞는 말도 쥬변 환경 봐가면서 해야 하는 거 임 쟤가 분위기 파악 못한 건지 잘못 임사석에서나 그런 얘기하지 ㅋㅋ,1
노팩ㅁㅈㅎ,0
아니그 공부를 해야 한다니까 갖다 용접만 하면 되는 거이 아니고 철하고 알루미늄하고 졸라 게 용접해봐야 붙질 않아,1
유희석ㅋ,0
월 수익 36억이랑 편집자 월급이랑 무슨 상관이냐 ㅋㅋㅋ 버니까 더 내놓으라는 거ㅋㅋ 전라도 마인드 보소ㅋㅋㅋ,0
정의롭고 깨어있는 이 시대의 행동하는 양심이시다 욕하지 마라,0
저는 껌 안 씹습니다,0
요,0
팝콘을 준비하자 ㅋㅋ,0
둘다,0
이석기 경기연합을 여론조사 조작해서 해산시켰다며 빨갱이 옹호하는 거야,1
택배상하차,0
보고 팠습니다,0
메뉴가 둘이 왜 겹치냐,0
자지 색깔이 검정인 것이 말로만 듣던 전설의 오골 개냐,0
수리할 일이 일 년에 몇 번이나 있겠냐,0
극정말 그래이 청정원이 이때 아이가,0
서울대 보낸 과외생만 몆 명인데 호후,0
차차차,0
빅파이 누군데,0
바닥에 용접시킴,0
위장이혼으로 부정수급 받는 거 불법 맞아 지금 댓글보니깐 법이 어쩌니 영리하니 뭐니 하는데 그게 아니고 공무원들이 일을 제대로 못해서 적발이 안 된 거 임 혹시 아는 사례 있으면 신고해라 0301040403114333086 포상금 받을 수도 있음,0
저래도자 한 당 안 찍어 ㅋㅋ,0
그 새끼칼 침 놔줘라,1
난 37살 낀지 공부 햇다,0
처맞으면 날아다ㅋㅋ 완벽한 아웃 파이터였지 그 새끼가 챔피언 한 번 했을 걸,1
젤바보 같은 프라이드 팬들의 착각임 4점 니 혹은 스템핑은 둘 다 상위에서 아래로 공격하는 거고 당연히 둘 모두 상위 포지션 점령율이 높은 레슬러에게 유리한 규정임,0
재앙이가 위에 나오는 움짤 보고,1
앜시 발ㅋㅋ,1
ㄷㄷ 배트라우마좆되겠ㄷㄷ게 바퀴 약쳐먹고 뒤지지 저게 뭐야,1
명예의 전당에 올라갈 글이네요,0
팔려 다니는 북한 창녀나 자발적으로 몸팔러 다니는 한국 창녀나 걍그게 그거 아니냐,1
다 아는 게임들이 구만,0
용접 유투버 용접이 모두 계산일고 하는데 솔직히 그건 산수지,0
자한 당은 끝까지 정신 못 차리노저지랄하니까 보수 대통합이 안 되지 민주당이 하는 병신짓은 다 골라 하ㅋㅋㅋ,1
그래 좀 비 월드되어 다 주거라,0
니놈은 노숙자와 범죄자들한테 윤 간 당한 니에미가 싸지른 좆물쓰레기 ㅋㅋㅋ,1
2 즉 설 연설시킨 거고 북찬양하는 얘기만 하니 선전용으로 데려다니며 써먹었다,0
그럼 모두가 공평하게 평등하게 치료받아야 합니꽈 허허허,0
남의 차라 부러워서,0
벽면에 툭 튀어나온 콘센트 일반 아파트는 아닌 거 같고 허름한 주택이나 창고 컨테이너인 거 같다,0
아는 누나 부산대 컴공인데 일본에서 스카웃 받았다더라,0
색시한 남자,0
그거,0
문재인은 사과도 안 하잖아,0
31만 세 운동 진압 목적으로 결성되었으며 전라북도에서 처음 조직되어 전국으로 확대되었으나 자제단만큼 세를 확장하지는 못했다 자제단만큼 실적을 올리지는 못하였으나 각지에 설립되어 31만 세 운동 참여자를 설득 귀가 조치하거나 불응하는 자는 지부와 본부를 통해 경찰에 신고하였다 다른 이름은 자생단이다 1,0
ㅋㅋㅋ러네,0
판이 점점 커지노ㅋㅋ 얼마 안 가고 묻힐 줄 알았는데 크루들이 들고 일어났네,1
아이ㅋㅋ,0
다싹 뒈지길,1
우릴 대구경북 싫어하는 애들은 다 전라도야 비 전라도 애들은 우릴 안 싫어해 빼 애애액네다홍,0
나중에 자식들이 다 알아볼 텐데,0
반대가 꾸준히 있네요,0
ㅋㅋㅋ 내가 넷마블 장기에서 90승 10패인데 ㅋㅋ찌했냐면 장기도 사라는 인공지능 프로그램이 있는데 이거 켜놓고 그래로 따라하는 거 임존 나 나온 지 오래된 프로그램인데 지는 경기가 없음 ㅋㅋ,1
요즘 신종 사기가 이거 임틀 딱들이 40대 아줌 매미에게 결혼하면 10억대 아파트 명의 준다고 꼬심 알고 보면 빚이 10억 이상 임근데 좋다고 결혼해서 틀니 노후 뒤치닥거리 함 물론 틀니 뒤지면 이자 못 내서 나앉 음 노후 대책 ㅆㅅㅌㅊ,1
사이비도 명예가 있긴 있냐,0
그냥 저 당시 6천이면 아파트 한 채 샀고,0
일해도 찜고 딩 때 동창들 결혼하더니 살쪄서 아저씨 됐더라 13군번임,0
이젠 시발특문은 내가 그냥 이해하겠는데 영대 문자 넣어서 비번 완성하라는 곳은 개씹욕 나옴,1
일베실검도 1위를 못했는데 뭔 수고가 많대 ㅋㅋ,0
신라가 합리적이네 한국 같은 약소국은 외교술로 꿀빨아야함,0
중대 수학과 면자 대중에서도 ㄹㅇ 하위권 아님 아마저 사람도 수능 땐 수리가 1등급 못 받았거나 다른 과목 낮아서 점수 맞춰서 간 거 아닐까 근데 뭐따지고 보면 중요한 건 가르치는 기술이 좋으면 되는 거니까 노의미,0
무역수지는 1조1877억엔 흑자고,0
지진으로 태평양 한가운데까지 떠밀려가서 혼자 고립되어야지 ㅋㅋ,0
그렇죠 절대적으로 자국의 이익이 최선인 나라입니다 이후 상황에 한국에 기댈 게 많다는 증거지요,0
나중에 중국에 북한 여자 사러가야겠다이쁜 애들 23명 골라서 육변기로 쓰다가 한국에 풀어주면 될 거 갇은 데,1
우병우 짱 완전 존경합니다,0
그래서 경찰 부부는 바람 많이 난다,0
형 묘자리는 알아봤수,0
ㅂㅅㅅㅐ끼랩업에 목숨 건 새끼네ㅈㅈㅂ 존 나게 올리네,1
할 말 있냐,0
이쁘다,0
용접타일도 배이딴 게 뭔 기술이야 병신들 아머리 자르는 깍새도 기술이냐,1
고기 자영업자 다 저거 사장이 미친년이 분명하다,1
보빨남은 더 당해야 한다,1
지방깡촌이라도 최소 34억은 줘야지,0
베댓들이 장문이 네ㅋㅋ,0
ㄴㅈ,0
거 무슨 영화지,0
시시각각 브리핑하며 투명하게 진행시켜야 함,0
일본 명예시민권 있는 거지,0
용접공이 뭔 산업역군이 노솔직히 공부 못하고 할 거 없으니 가 직업훈련소 같은 데가서 그거라도 배워서 입에 풀칠하는 거지 조선소에서 조금만 일해봐도 용접 공새끼들이 얼마나 개새끼들인지 알게 되는데 범죄자 새끼들도 존 나 많고 교도소에서 용접 기술 배워와 가지고,1
올해 안에 꼭 자살해라존 못 새끼야ㅋㅋ,1
곤니치와 봉주르 국내 업체인 가요 이쁘네여디자인,0
별거 아니긴 전국 용접하는 사람들 순식간에 대가리 나쁘고 공부 못해서 어쩔 수 없이 용접하는 놈들로 만들었는데,0
넌 나의 세상 넌 나의 빛,0
니가 말하는 공부는 진짜 연구 목적이고,0
ㅇ,0
캬악퉤,1
완전오태식이네다 뺏기니까 다 때려 부수려함 ㅋㅋ,0
어휴 또 가세연가세연이물엇다니우리 예지 응원해야 겟노,0
글쓴 놈 요점 파악 안 되지니가 제일 똑똑한 거 같지가 세연에서도 김세의 가글쓴 놈과 똑같이 말하더라 그랬더니 강용석이 요점은 그게 아니고 7등급 밖에 못했으니까 용접하라는 식으로 비아냥하면서 징징거렸다는 게 문제라는 거임라고 말하니까 김세의 찍소리도 못함,1
신박한 미친년이 네ㅋㅋ,1
김초밥 노리마키,0
나도 모르는데 그냥 말해본 거야,0
우덜이 추구하는 세상이 이런 거지 현존 악마들,0
너무 팩트로 쳐맞아서 대가리가 기능 못하나,1
당장 댓글만 봐도 김씨 노가 다 맞는 말인데 뭐가 문제라는 내용을 보는 게 힘든 것도 아니고,0
내동기 중에 팀장다는 새끼는 산술적으로 5밖에 안 되병신 새끼야,1
일본에서도 어린 여자 아이돌 잘 나가는 애한테 팬싸인회가 서칼로 찌르려던 남자도 있었음,0
폐쇠ㅁㅈㅎ,0
홍은동 홍제동 도요새 전반적으로 집값 많이 올랐다,0
자첫 스타트 끊어졌고 ㅋㅋ,0
싸강 지겨웠는데 걍1학기는 싸강 게 속 들어야겠다,0
특히 인터넷 쇼핑좆 같은 문자랑 번호 입력할 필요 없이 지문 한 번 갖다 대면 되는 게 좋다,1
근데 부지런한 놈이 게으른 놈보단 낫지,0
절에서 키우는 개아님 티비에 나온 개 같다게 이야,1
보기 힘든 차라 찍어서 올린 겁니다,0
일본 혐한들은 공석에서도 말 안 가리는 거 같은데,1
9급도 혼자 공부해서 못 붙어서 강의 듣고 있음 아이큐병 신 맞지병신은 맞는데 열심히 안 살았다고 하는 건 말이 심하지 그래도 살겠다고 시험 보러 오는 정도면 지구인구 기준으로 ㅆㅅㅌㅊ인 성인거다이걸 사회가 너무 당연히 여긴 다 ㅋㅋ국도 미국처럼 범죄자 드글드글해 봐야 정신차리지 내 볼 때 한국에서 밤에 맘 놓고 돌아다니는 거사라질 거다,1
나도 따라서 ㅁㅈㅎ,0
그래도 20대는 말도 안 되는 소리하는 순간 거름,0
용접은 ㅎㅌㅊ 직업 7등급은 ㅆㅎㅌㅊ빡대가 리임ㅎㅌㅊ과 ㅆㅎㅌㅊ끼리 싸움을 붙인 셈이니 그 강사가 잘못했다고 본다이기야,1
그거슨 문과 기준,0
설마 그러겠냐 비슷한 나이대의 동명이인들 찾아봤다,0
저 새끼 정권 바뀌면 반드시 색출해서 사형시켜야 함아 주 유명한 빨갱이 새끼임ㅋ,1
형 그러다 쥬지 터진다,1
벌레네ㅋㅋㅋ,1
절대 쉽게 성공할 수업다,0
고양이는 미련이 없는 것 같아서 부러움 가져가면 가져가는 거고 신경도 안 쓰네,0
글쓴이가 저시기 이란은 마치 지금보다 잘 살았다 리즈 시절이었다 자유와 인권이 더 ㅅㅌㅊ다는 잘못된 내용을 실으니까 정정해주는 거임 잘 모르는 일 게 이들은 잘못된 정보에 넘어갈 거 아니겟냐 지금 이 글이니가 말하는 그 상식을 왜곡하는 내용이다,1
쟤는 지도 왜 그러는지 모른 거고,1
한국은 엘리트형 스포츠고,0
공무원은 기여금 존 나내는데 받는 게 그 꼴인 거야,1
인프라쪽으로 가면 더 심각해 지방이 베트남보다 전기 수도 보급률 낮고 태국보다 보급률이 낮음 아직 가스가 전혀 보급 안 된 지자체가 33곳인데 전부 지방임 경북 사람의 10는 아직 집에 전기도 보급되지 않았다는 통계 결과도 잇음,0
사업은 뭐하냐 회사 생활하다가 사업하는 거 쉽지 않을 텐데,0
그냥 주인 있는 개인데 혼자 산책 나갔다가 저녁 때쯤 다시 집으로 돌아갈 듯,0
ㅈㅈ쪽뼈에 닿을 때까지 눌러서 재는 거라던데,1
안전거리 지켰으면 안 박았어,0
세월호 단식 투쟁할 때 앞장서 폭식투쟁 진두지휘한 의협 회장 말하시는 건가,0
개미가 망하는 게 그래서인 것이고,0
키야역 갤식민지 다된 일베ㅋ,1
ㅇㅇ 노량진만 가봐도 노력과 실력은 반드시 비례하지 않는다는 걸 알 수 있음,0
조선시대 이씨왕조북빨갱이 김씨 왕조,1
국민이 부유한 거 맞음다만 진짜 국민은 소수이고 대부분 이 외 노자인 거지,0
대답 좀 해봐 ㅋㅋ,0
칭찬인데 왜 욕함,0
화이어뱃이네,0
아아감사합니다,0
지랄 염병하고 있네,1
귀여워서 편들어주려고 했는데 저건 아니지 실수했으면 깔끔하게 인정해야 어쨌든 말실수한 건 맞으니까 아님 독설가 컨셉으로 바꾸던가,0
아주 씨 팔년들 입만 벌렸다 하면 구라가 자동으로 나와 김구라,1
저놈이 할 소리는 아닌데,0
레고로 만든 것처럼 생겼노,0
중국이 축구만 못하는 이유가 뭐냐,0
네 다음광치광화문 치킨게이라는 뜻,1
페페저만큼 화난거 첨봐,0
살기 바쁜 인간들은 일베하고 싶어도 못한다 지금 할 일 없는 인간들이나 일베 하지,0
월급도 안 주고 노예처럼 부려 먹는데 그게 합당 하단 거냐 완전 홍어마인드네,1
이경황을 보자 그 자리에 있던 조선인 전부가 폭행 의 태도를 드러내어 그 일부는 나무 편이나 걸상 등으로 반항하여 왔기 때문에 즉시 나와 병졸에게 사격을 명하여 거의 대부분을 사살하는 데에 이르렀다 이 혼란 중에서 측의 가까운 집에서 불을 발생시켜 폭풍으로 인하여 즉시 교회당에 옮겨 붙어 드디어 20여 가구가 소실되었다 후략,0
ㄴㄴ 사람 없을 때 몰래 가져가서 어떻게든 팔려고 궁리 중,0
범죄자들이 큰 소리치는 개 같은 나라,1
야박하고 인색한 년들 존 나 많음 ㅋㅋㅋ 질투심도 강하고,1
지랄하네 저때도 ㅈ이라고 그랬구만 내가 입일보고 지껄 여라고 딩과 20대 청춘을 일베로 보낸 사람이다,1
축구할 때는 그렇게 한국 한국 하더니,0
캐나다 소설이 원작 서양권 전체에서 수시로 드라마 영화 연극 등으로 만들어질 정도로 이미 인기 ㅆㅅㅌㅊ래서 일본이 이걸 눈여겨보고 애니화한 거 어제 25렙 국회의원 허경영이 개병신 새끼가 빨강머리앤은 이전엔 듣보잡인지도 엿는데 일본 덕에 재발굴되 엇다는 개쓰레기 같은 주장 펼친 글이 일베 왔더라,1
이제 페북관리하는 여경들한테 굽신거리지 않으면 바로 깜빵 끌려가는 세상에 왔다 이기야,0
저거궁 댕이 근육단련이야 헬 알 못 ㅁㅈㅎ,1
안동에 신촌 식당 두 개나 있는데 뭐하로 청송까지 가냐,0
갑자기 유격 8번 하시노ㅋㅋㅋ,0
난 느금마가,1
7등급 생키들은 계속 7등급인 거야 왜냐면 자기가 뭘 모르는지 모르거든,1
그리고 키는 오히려 작을수록 좋음 170대 이상부터는 마이너스,0
정의는 이 기지요 힘을 내요 바베크,0
당신이 오명규 사장이 오,0
ㅋㅋ어플로ㅈㄱ본 김치녀들 겁나 많음,1
저딴 생각을 하지,1
에휴,0
저걸 시장 새끼가 왜 지껄이냐고 ㅋㅋ,1
쪽 빠리는 답 없음,1
상황 봐 가면서 써먹으면 정치만한 게 없음가만히 지켜보고 있으면 그 사람이 어떤 성향인지 파악할 수 있음 코드에 맞는 사람인지 아닌지 맞는 사람이면 오히려 정치 얘기 이야기 소재로 삼으면 더 가까워질 수 있는 계기,0
미친늠들,1
저 선생 말이 팩트이긴 함 7등급이면 진짜 공부 포기하고 용접가는 게 맞는데 문제는 공부 못하는 애들은 용접이나 해라 이런 식으로 말하는 게 문제 아니냐,0
이런 거 올리지 마ㅠㅠ 치킨 뜯고 있는 뎅,0
적어도 페미인지 아닌지는 봐야 한다고 생각한다,0
근데 진짜 몰라서 그러는데 로스터업 뎃하면 뭐를 할 수 있는 건가요,0
ㅁ,0
도미노피자 근처 있는 거 맞지,0
강력한 부동산 정책 계속 내놓으면 나중에는 부동산국유화나 오겠네 지금 시행하지 토지국 유화 주장한 애미 추도 법무장관이고 국회도 문재앙 개 때들로 장악했고 우리법연구회로 대법원 채웠으니 이러면서 부동산 투기는 자기들이 다 하고 이젠 단물 다빨아먹었나 갑자기 강력한 규제한다고 날뛰니,1
자칭 명예백인이라고 주장하는 새끼들인데 뭐 ㅋㅋ,1
걸게로,0
남편분은 빨리 뵙는 거원치 않으실 겁니다 아드님과 더 행복하게 사세요,0
내 생각에 일베충들이 이승우 싫어하는 건 학교 다닐 때 이승우처럼 생긴 애들한테 괴롭힘당한 탓인 거 같음 사실일 베충들이야 이승우 죽어라까대지만 이승우와 꾸는 현실적으로 찐따광 오후 일 게 이들 괴롭히던 일진 상임사진에서도 키는 작아도와 꾸 때문인지 후 달려 보이는 느낌은 없음 인터넷 커뮤니티 오래 하는 애들 99가 현실에서 좀 동떨어진 찐따들이라서 그런 가학창시절 혹은 현 사회에서 받았던 열등감과 괴로움을 인터넷 뒤에 숨어서 이승우한테 해소하려는 느낌이 강함 불쌍한 일베충들 사실 광오후짤만 봤을 땐 그 사이에 이승우 들어가면 누가 봐도 찐따들 괴롭히는 일진 느낌 ㅋㅋ,1
서울 대부 심존 나 있어서 주예지랑 생각이 별다르지 않을 듯,1
야진짜 축구만 잘해라 제발,0
좆무원새끼들 다족치고 짤랴야댐,1
야당이 견제한 적이 한 번이라도 있었냐,0
대륙의 유전자,0
11205283662,0
운전 안 하는 티좀 내지마,0
외계인이 없다는 쪽은 개신교가 압도적으로 많습니다,0
